NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-2.5019,0.063447,-1.7087,8.8746,1.2128,8.5824,8.0583,6.989,-3.1996,-5.2374,-5.5205,-5.227,-8.1506,-3.3131,-10.166,-4.2028
1,-0.033303,1.8019,0.33656,3.1506,-2.2718,10.15,7.1543,7.331,-5.4979,-8.9633,6.9148,5.7485,5.5408,9.1263,5.2697,9.9926
2,5.4951,-11.664,-12.405,-16.489,6.3823,-3.7735,-11.467,-3.838,4.9795,-3.6243,-7.8168,-10.166,-7.3702,-5.7262,-8.4919,-2.7132
3,5.8564,-8.6485,-10.399,-7.1303,4.9662,3.0362,-12.758,-2.8765,1.3949,-9.9437,-12.831,-12.56,-10.093,-8.913,-9.4667,-9.6427
4,-4.0791,-5.5749,-1.9571,13.063,-0.29192,10.947,-1.2751,4.7572,1.5277,-6.2741,-8.757,1.4114,3.0042,1.2707,5.1972,3.1826
5,-2.5019,0.063447,-1.7087,8.8746,1.2128,8.5824,8.0583,6.989,-3.1996,-5.2374,-5.5205,-5.227,-8.1506,-3.3131,-10.166,-4.2028
6,-0.033303,1.8019,0.33656,3.1506,-2.2718,10.15,7.1543,7.331,-5.4979,-8.9633,6.9148,5.7485,5.5408,9.1263,5.2697,9.9926
7,5.4951,-11.664,-12.405,-16.489,6.3823,-3.7735,-11.467,-3.838,4.9795,-3.6243,-7.8168,-10.166,-7.3702,-5.7262,-8.4919,-2.7132
8,5.8564,-8.6485,-10.399,-7.1303,4.9662,3.0362,-12.758,-2.8765,1.3949,-9.9437,-12.831,-12.56,-10.093,-8.913,-9.4667,-9.6427
9,-4.0791,-5.5749,-1.9571,13.063,-0.29192,10.947,-1.2751,4.7572,1.5277,-6.2741,-8.757,1.4114,3.0042,1.2707,5.1972,3.1826
10,-2.5019,0.063447,-1.7087,8.8746,1.2128,8.5824,8.0583,6.989,-3.1996,-5.2374,-5.5205,-5.227,-8.1506,-3.3131,-10.166,-4.2028
11,-0.033303,1.8019,0.33656,3.1506,-2.2718,10.15,7.1543,7.331,-5.4979,-8.9633,6.9148,5.7485,5.5408,9.1263,5.2697,9.9926
12,5.4951,-11.664,-12.405,-16.489,6.3823,-3.7735,-11.467,-3.838,4.9795,-3.6243,-7.8168,-10.166,-7.3702,-5.7262,-8.4919,-2.7132
13,5.8564,-8.6485,-10.399,-7.1303,4.9662,3.0362,-12.758,-2.8765,1.3949,-9.9437,-12.831,-12.56,-10.093,-8.913,-9.4667,-9.6427
14,-4.0791,-5.5749,-1.9571,13.063,-0.29192,10.947,-1.2751,4.7572,1.5277,-6.2741,-8.757,1.4114,3.0042,1.2707,5.1972,3.1826
15,10.162,-5.7155,-5.7443,-7.0115,2.5937,-4.7177,-8.103,-4.0749,2.2875,4.4462,-1.158,-13.099,-16.342,-15.264,-14.185,-10.594
16,8.8942,-3.3765,-2.3536,-4.8039,4.6852,-10.124,-2.6491,-3.5594,-7.6276,-8.0744,-1.9383,-14.599,-14.22,-7.933,-7.2297,-9.1558
17,13.15,-3.1169,-6.4908,-8.2908,10.634,-23.653,-10.788,-11.748,-7.1757,-3.646,-8.6103,-16.838,-12.545,-8.719,-4.0378,-8.3225
18,8.2852,-3.5175,-7.6316,-5.356,12.181,-24.395,-7.9872,-6.121,-17.397,-12.229,-13.493,-15.057,-12.155,-8.0053,-4.0493,-5.2195
19,12.56,-11.863,-5.4661,-4.672,14.323,-19.363,-5.5001,-1.6479,-14.518,-8.5437,-14.648,-9.0731,-6.4882,-2.3096,1.8693,0.31444
20,10.162,-5.7155,-5.7443,-7.0115,2.5937,-4.7177,-8.103,-4.0749,2.2875,4.4462,-1.158,-13.099,-16.342,-15.264,-14.185,-10.594
21,8.8942,-3.3765,-2.3536,-4.8039,4.6852,-10.124,-2.6491,-3.5594,-7.6276,-8.0744,-1.9383,-14.599,-14.22,-7.933,-7.2297,-9.1558
22,13.15,-3.1169,-6.4908,-8.2908,10.634,-23.653,-10.788,-11.748,-7.1757,-3.646,-8.6103,-16.838,-12.545,-8.719,-4.0378,-8.3225
23,8.2852,-3.5175,-7.6316,-5.356,12.181,-24.395,-7.9872,-6.121,-17.397,-12.229,-13.493,-15.057,-12.155,-8.0053,-4.0493,-5.2195
24,12.56,-11.863,-5.4661,-4.672,14.323,-19.363,-5.5001,-1.6479,-14.518,-8.5437,-14.648,-9.0731,-6.4882,-2.3096,1.8693,0.31444
25,10.162,-5.7155,-5.7443,-7.0115,2.5937,-4.7177,-8.103,-4.0749,2.2875,4.4462,-1.158,-13.099,-16.342,-15.264,-14.185,-10.594
26,8.8942,-3.3765,-2.3536,-4.8039,4.6852,-10.124,-2.6491,-3.5594,-7.6276,-8.0744,-1.9383,-14.599,-14.22,-7.933,-7.2297,-9.1558
27,13.15,-3.1169,-6.4908,-8.2908,10.634,-23.653,-10.788,-11.748,-7.1757,-3.646,-8.6103,-16.838,-12.545,-8.719,-4.0378,-8.3225
28,8.2852,-3.5175,-7.6316,-5.356,12.181,-24.395,-7.9872,-6.121,-17.397,-12.229,-13.493,-15.057,-12.155,-8.0053,-4.0493,-5.2195
29,12.56,-11.863,-5.4661,-4.672,14.323,-19.363,-5.5001,-1.6479,-14.518,-8.5437,-14.648,-9.0731,-6.4882,-2.3096,1.8693,0.31444
30,10.162,-5.7155,-5.7443,-7.0115,2.5937,-4.7177,-8.103,-4.0749,2.2875,4.4462,-1.158,-13.099,-16.342,-15.264,-14.185,-10.594
31,8.8942,-3.3765,-2.3536,-4.8039,4.6852,-10.124,-2.6491,-3.5594,-7.6276,-8.0744,-1.9383,-14.599,-14.22,-7.933,-7.2297,-9.1558
32,13.15,-3.1169,-6.4908,-8.2908,10.634,-23.653,-10.788,-11.748,-7.1757,-3.646,-8.6103,-16.838,-12.545,-8.719,-4.0378,-8.3225
33,8.2852,-3.5175,-7.6316,-5.356,12.181,-24.395,-7.9872,-6.121,-17.397,-12.229,-13.493,-15.057,-12.155,-8.0053,-4.0493,-5.2195
34,12.56,-11.863,-5.4661,-4.672,14.323,-19.363,-5.5001,-1.6479,-14.518,-8.5437,-14.648,-9.0731,-6.4882,-2.3096,1.8693,0.31444
35,10.162,-5.7155,-5.7443,-7.0115,2.5937,-4.7177,-8.103,-4.0749,2.2875,4.4462,-1.158,-13.099,-16.342,-15.264,-14.185,-10.594
36,8.8942,-3.3765,-2.3536,-4.8039,4.6852,-10.124,-2.6491,-3.5594,-7.6276,-8.0744,-1.9383,-14.599,-14.22,-7.933,-7.2297,-9.1558
37,13.15,-3.1169,-6.4908,-8.2908,10.634,-23.653,-10.788,-11.748,-7.1757,-3.646,-8.6103,-16.838,-12.545,-8.719,-4.0378,-8.3225
38,8.2852,-3.5175,-7.6316,-5.356,12.181,-24.395,-7.9872,-6.121,-17.397,-12.229,-13.493,-15.057,-12.155,-8.0053,-4.0493,-5.2195
39,12.56,-11.863,-5.4661,-4.672,14.323,-19.363,-5.5001,-1.6479,-14.518,-8.5437,-14.648,-9.0731,-6.4882,-2.3096,1.8693,0.31444
40,10.162,-5.7155,-5.7443,-7.0115,2.5937,-4.7177,-8.103,-4.0749,2.2875,4.4462,-1.158,-13.099,-16.342,-15.264,-14.185,-10.594
41,8.8942,-3.3765,-2.3536,-4.8039,4.6852,-10.124,-2.6491,-3.5594,-7.6276,-8.0744,-1.9383,-14.599,-14.22,-7.933,-7.2297,-9.1558
42,13.15,-3.1169,-6.4908,-8.2908,10.634,-23.653,-10.788,-11.748,-7.1757,-3.646,-8.6103,-16.838,-12.545,-8.719,-4.0378,-8.3225
43,8.2852,-3.5175,-7.6316,-5.356,12.181,-24.395,-7.9872,-6.121,-17.397,-12.229,-13.493,-15.057,-12.155,-8.0053,-4.0493,-5.2195
44,12.56,-11.863,-5.4661,-4.672,14.323,-19.363,-5.5001,-1.6479,-14.518,-8.5437,-14.648,-9.0731,-6.4882,-2.3096,1.8693,0.31444
45,10.162,-5.7155,-5.7443,-7.0115,2.5937,-4.7177,-8.103,-4.0749,2.2875,4.4462,-1.158,-13.099,-16.342,-15.264,-14.185,-10.594
46,8.8942,-3.3765,-2.3536,-4.8039,4.6852,-10.124,-2.6491,-3.5594,-7.6276,-8.0744,-1.9383,-14.599,-14.22,-7.933,-7.2297,-9.1558
47,13.15,-3.1169,-6.4908,-8.2908,10.634,-23.653,-10.788,-11.748,-7.1757,-3.646,-8.6103,-16.838,-12.545,-8.719,-4.0378,-8.3225
