NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,10.924,7.0359,7.2489,6.0987,30.214,10.088,6.5591,4.6021,1.3289,15.819,3.8944,9.9516,6.9173,4.0296,3.9794,1.2202
1,6.0139,13.226,16.665,18.43,22.884,16.054,19.621,15.366,7.3978,13.458,1.2747,2.7643,1.9878,2.6417,-0.49816,0.23128
2,2.6516,12.992,14.191,12.252,17.293,8.2264,13.448,6.8485,6.0772,4.5729,9.7794,9.4233,7.9223,16.315,9.4351,7.5648
3,2.9209,10.454,14.065,15.817,3.5906,13.154,13.909,7.7526,6.2107,-2.2727,7.5082,8.813,3.8842,7.5751,4.976,7.7849
4,-5.9754,3.9158,12.997,18.563,-11.84,14.371,17.769,10.027,3.896,-9.7989,7.3813,7.2455,2.8393,2.4496,3.0791,15.158
5,10.924,7.0359,7.2489,6.0987,30.214,10.088,6.5591,4.6021,1.3289,15.819,3.8944,9.9516,6.9173,4.0296,3.9794,1.2202
6,6.0139,13.226,16.665,18.43,22.884,16.054,19.621,15.366,7.3978,13.458,1.2747,2.7643,1.9878,2.6417,-0.49816,0.23128
7,2.6516,12.992,14.191,12.252,17.293,8.2264,13.448,6.8485,6.0772,4.5729,9.7794,9.4233,7.9223,16.315,9.4351,7.5648
8,2.9209,10.454,14.065,15.817,3.5906,13.154,13.909,7.7526,6.2107,-2.2727,7.5082,8.813,3.8842,7.5751,4.976,7.7849
9,-5.9754,3.9158,12.997,18.563,-11.84,14.371,17.769,10.027,3.896,-9.7989,7.3813,7.2455,2.8393,2.4496,3.0791,15.158
10,10.924,7.0359,7.2489,6.0987,30.214,10.088,6.5591,4.6021,1.3289,15.819,3.8944,9.9516,6.9173,4.0296,3.9794,1.2202
11,6.0139,13.226,16.665,18.43,22.884,16.054,19.621,15.366,7.3978,13.458,1.2747,2.7643,1.9878,2.6417,-0.49816,0.23128
12,2.6516,12.992,14.191,12.252,17.293,8.2264,13.448,6.8485,6.0772,4.5729,9.7794,9.4233,7.9223,16.315,9.4351,7.5648
13,2.9209,10.454,14.065,15.817,3.5906,13.154,13.909,7.7526,6.2107,-2.2727,7.5082,8.813,3.8842,7.5751,4.976,7.7849
14,-5.9754,3.9158,12.997,18.563,-11.84,14.371,17.769,10.027,3.896,-9.7989,7.3813,7.2455,2.8393,2.4496,3.0791,15.158
15,-12.911,-4.816,-2.3943,1.7355,55.725,-5.9725,-2.3189,-7.2071,-11.086,65.82,-16.07,-21.973,-15.131,-9.7136,-15.584,-6.5712
16,-12.467,-9.7077,-7.9179,-2.6642,54.236,-11.647,-10.32,-14.346,-6.3701,56.038,-16.149,-20.747,-20.164,-15.545,-16.218,-6.0249
17,-14.698,-7.7531,1.7714,6.542,42.709,3.6159,-0.11837,-4.4288,0.84867,54.552,-1.3687,-4.674,-6.5944,2.3797,2.8156,10.055
18,-12.268,-12.559,1.7467,-0.93927,22.199,9.6177,-1.6672,-2.586,2.35,30.685,4.0876,-0.10886,-5.8047,0.94505,2.1379,7.3048
19,-13.433,-4.8287,4.1261,8.2192,-8.778,12.685,4.8706,5.5107,-1.5344,2.8304,-2.0384,-4.6283,-14.485,-12.297,-10.796,-4.7464
20,-12.911,-4.816,-2.3943,1.7355,55.725,-5.9725,-2.3189,-7.2071,-11.086,65.82,-16.07,-21.973,-15.131,-9.7136,-15.584,-6.5712
21,-12.467,-9.7077,-7.9179,-2.6642,54.236,-11.647,-10.32,-14.346,-6.3701,56.038,-16.149,-20.747,-20.164,-15.545,-16.218,-6.0249
22,-14.698,-7.7531,1.7714,6.542,42.709,3.6159,-0.11837,-4.4288,0.84867,54.552,-1.3687,-4.674,-6.5944,2.3797,2.8156,10.055
23,-12.268,-12.559,1.7467,-0.93927,22.199,9.6177,-1.6672,-2.586,2.35,30.685,4.0876,-0.10886,-5.8047,0.94505,2.1379,7.3048
24,-13.433,-4.8287,4.1261,8.2192,-8.778,12.685,4.8706,5.5107,-1.5344,2.8304,-2.0384,-4.6283,-14.485,-12.297,-10.796,-4.7464
25,-12.911,-4.816,-2.3943,1.7355,55.725,-5.9725,-2.3189,-7.2071,-11.086,65.82,-16.07,-21.973,-15.131,-9.7136,-15.584,-6.5712
26,-12.467,-9.7077,-7.9179,-2.6642,54.236,-11.647,-10.32,-14.346,-6.3701,56.038,-16.149,-20.747,-20.164,-15.545,-16.218,-6.0249
27,-14.698,-7.7531,1.7714,6.542,42.709,3.6159,-0.11837,-4.4288,0.84867,54.552,-1.3687,-4.674,-6.5944,2.3797,2.8156,10.055
28,-12.268,-12.559,1.7467,-0.93927,22.199,9.6177,-1.6672,-2.586,2.35,30.685,4.0876,-0.10886,-5.8047,0.94505,2.1379,7.3048
