NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-21.076,-13.616,-4.6453,1.2925,-8.8171,-9.2925,-9.735,-16.325,-4.5479,-12.959,-9.2688,-23.765,-23.743,-18.106,-19.734,-14.771
1,-18.236,-12.532,-15.245,-15.617,-5.3973,-25.618,-23.003,-30.972,-14.349,-20.122,-18.32,-36.354,-28.294,-22.432,-16.388,-17.752
2,-21.672,-14.051,-11.655,-4.7185,-3.7632,-22.202,-10.775,-23.508,-15.56,-27.992,-22.741,-36.865,-25.598,-15.486,0.50522,-9.4162
3,-10.707,-6.6513,-3.237,4.7117,-3.0686,-11.495,-1.0453,-12.443,-13.342,-19.946,-17.749,-28.522,-16.095,-5.0569,1.8463,-0.91511
4,-11.501,-4.3803,-4.165,-5.5924,0.86199,-12.984,-3.2759,-12.702,-10.52,-16.023,-13.176,-20.264,-5.6285,5.2033,12.108,6.3279
5,-21.063,-13.574,-4.686,1.2649,-8.778,-9.271,-9.8216,-16.459,-4.6604,-12.909,-9.0982,-23.727,-23.667,-18.22,-19.783,-14.771
6,-18.104,-12.518,-15.107,-15.688,-5.3766,-25.554,-22.943,-31.139,-14.294,-20.187,-18.287,-36.432,-28.237,-22.524,-16.319,-17.752
7,-21.604,-14.02,-11.751,-4.5835,-3.6411,-22.331,-10.895,-23.34,-15.498,-27.945,-22.751,-36.891,-25.633,-15.529,0.49111,-9.4162
8,-10.747,-6.6255,-3.1275,4.6242,-3.2073,-11.531,-1.1813,-12.312,-13.499,-19.949,-17.769,-28.545,-16.075,-5.0635,1.7258,-0.91511
9,-11.499,-4.4551,-4.134,-5.4731,0.89638,-12.978,-3.1735,-12.703,-10.619,-15.888,-13.268,-20.202,-5.4646,5.2077,12.084,6.3279
10,-21.172,-13.528,-4.5911,1.2398,-8.7654,-9.4113,-9.7669,-16.323,-4.6907,-12.992,-9.2105,-23.605,-23.666,-18.237,-19.888,-14.771
11,-18.096,-12.531,-15.238,-15.732,-5.3683,-25.671,-23.052,-31.053,-14.299,-20.187,-18.245,-36.44,-28.254,-22.508,-16.399,-17.752
12,-21.782,-13.954,-11.759,-4.6329,-3.778,-22.282,-10.915,-23.489,-15.471,-27.854,-22.718,-36.875,-25.492,-15.472,0.41851,-9.4162
13,-10.743,-6.4836,-3.122,4.6951,-3.0805,-11.391,-1.0828,-12.295,-13.356,-20.114,-17.761,-28.6,-16.047,-4.9479,1.8018,-0.91511
14,-11.499,-4.4888,-4.1037,-5.5861,0.8035,-13.034,-3.3267,-12.749,-10.548,-15.997,-13.228,-20.14,-5.6151,5.1709,11.969,6.3279
15,-21.164,-13.495,-4.5417,1.3039,-8.766,-9.3911,-9.7604,-16.342,-4.6459,-12.939,-9.2814,-23.772,-23.603,-18.239,-19.87,-14.771
16,-18.173,-12.449,-15.059,-15.598,-5.4972,-25.65,-22.952,-31.024,-14.322,-20.201,-18.228,-36.323,-28.255,-22.357,-16.391,-17.752
17,-21.728,-14.061,-11.693,-4.6657,-3.6662,-22.236,-10.888,-23.492,-15.523,-27.939,-22.881,-36.852,-25.501,-15.64,0.47797,-9.4162
18,-10.734,-6.6031,-3.2079,4.5724,-3.1441,-11.522,-1.0799,-12.29,-13.33,-20.066,-17.771,-28.539,-15.944,-4.9905,1.7152,-0.91511
19,-11.51,-4.518,-4.1816,-5.5608,0.91973,-13.026,-3.1831,-12.822,-10.593,-15.959,-13.223,-20.166,-5.592,5.1229,12.062,6.3279
