NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,6.607,5.3188,-1.9517,-5.2665,8.9231,-5.9727,-2.8279,-10.628,-5.4273,-14.186,-6.3416,-13.883,-5.389,-3.1396,-4.2126,3.0187
1,8.1819,-0.011378,2.1746,2.9488,4.861,0.0041539,2.4792,0.39861,0.98835,-6.263,-3.1006,-5.3332,-0.72886,-4.926,-4.0592,4.1431
2,-5.3942,-2.4208,0.47326,0.84503,-0.0054518,-0.67353,-0.71853,2.701,6.1821,6.7807,4.2027,3.2119,4.4556,3.0207,1.6227,-8.6333
3,-0.37202,0.71641,0.34193,-3.5768,-4.5982,2.3041,-2.1351,4.8484,11.99,17.039,3.9992,7.2625,3.4334,-1.8129,-1.8554,-7.9357
4,26.863,8.226,9.8931,7.5884,-2.0153,18.83,12.841,20.733,13.966,27.275,12.424,18.004,10.529,1.2568,2.9604,3.0914
5,6.7072,5.2442,-1.8855,-5.2701,9.0101,-5.8075,-2.845,-10.582,-5.3574,-14.196,-6.2499,-13.958,-5.2854,-3.1417,-4.1264,3.0187
6,8.2503,-0.20309,2.1375,2.8486,4.7668,0.0014151,2.5821,0.26659,1.0263,-6.2239,-3.1403,-5.2237,-0.69971,-4.8538,-3.8934,4.1431
7,-5.3489,-2.3156,0.50578,0.92774,0.05944,-0.82139,-0.61698,2.5771,6.145,6.7882,4.1207,3.2199,4.6132,3.125,1.487,-8.6333
8,-0.24259,0.78263,0.40997,-3.5139,-4.6948,2.3398,-2.2231,4.7583,12.006,17.036,3.9644,7.3935,3.3927,-1.7072,-1.707,-7.9357
9,26.895,8.3474,9.973,7.5802,-1.9112,18.757,12.882,20.697,13.992,27.275,12.399,18.133,10.44,1.211,3.0581,3.0914
10,12.482,6.1559,11.833,6.681,9.7987,18.13,14.615,19.231,10.097,12.328,13.472,13.943,15.761,6.3221,-1.6697,-3.846
11,15.026,11.522,20.431,13.864,6.2498,23.549,23.999,26.58,4.1326,11.606,17.599,19.354,15.009,7.4231,-5.5774,-5.1466
12,4.0522,8.9996,19.56,15.256,5.9732,20.888,19.142,22.402,5.606,14.714,18.846,21.125,14.987,12.302,-4.4425,-4.5515
13,11.552,12.641,15.939,12.415,5.4847,18.301,13.125,19.094,-0.023362,10.169,16.907,17.808,10.135,14.842,-7.8287,-4.6065
14,7.5832,14.355,10.925,6.1459,2.8774,10.312,4.3984,10.491,-11.96,0.62047,6.4951,6.2827,-0.99448,8.1628,-6.7085,-6.1296
15,12.583,6.1334,11.855,6.5788,9.6974,18.075,14.608,19.322,10.146,12.274,13.475,14.088,15.728,6.2439,-1.6373,-3.846
16,15.038,11.702,20.579,13.816,6.1982,23.66,24.041,26.556,4.0995,11.718,17.716,19.472,14.893,7.4854,-5.5746,-5.1466
17,4.1688,8.9022,19.601,15.314,5.8832,20.895,19.021,22.32,5.635,14.685,18.861,21.101,14.957,12.331,-4.4155,-4.5515
18,11.541,12.528,15.991,12.479,5.4583,18.271,13.205,19.002,-0.11832,10.235,16.906,17.658,10.167,14.901,-7.8261,-4.6065
19,7.4415,14.411,10.856,6.1867,2.985,10.175,4.3217,10.558,-12.093,0.65735,6.3957,6.2421,-0.8558,8,-6.7888,-6.1296
20,12.45,6.1588,11.846,6.6372,9.7986,18.049,14.65,19.279,10.07,12.293,13.53,13.988,15.688,6.2117,-1.6436,-3.846
21,15.145,11.692,20.569,13.821,6.1338,23.544,24.063,26.479,4.1177,11.795,17.594,19.338,15.039,7.437,-5.669,-5.1466
22,4.0937,8.8444,19.511,15.26,5.9622,20.863,19.13,22.485,5.6311,14.689,18.686,21.217,14.914,12.369,-4.2548,-4.5515
23,11.359,12.483,15.893,12.525,5.4177,18.188,13.266,19.028,-0.12944,10.268,16.885,17.818,10.148,14.951,-7.7511,-4.6065
24,7.4969,14.316,10.935,6.107,2.9579,10.192,4.2912,10.592,-12.095,0.64538,6.3461,6.355,-0.9141,8.1859,-6.6853,-6.1296
25,12.558,6.262,11.882,6.6427,9.7385,18.048,14.672,19.396,10.093,12.399,13.502,13.984,15.728,6.3378,-1.7449,-3.846
26,15.086,11.676,20.562,13.813,6.3092,23.526,24.077,26.571,4.1569,11.789,17.582,19.381,15.057,7.4666,-5.6798,-5.1466
27,4.0796,8.8167,19.638,15.374,6.0236,20.818,19.007,22.313,5.6567,14.719,18.704,21.106,14.916,12.364,-4.4013,-4.5515
28,11.49,12.576,16.035,12.545,5.4915,18.232,13.143,19.108,-0.093205,10.23,16.828,17.773,10.149,14.849,-7.8392,-4.6065
29,7.4268,14.359,10.848,6.1786,2.9979,10.299,4.2887,10.596,-12.047,0.5443,6.3637,6.3814,-0.9942,8.1555,-6.8244,-6.1296
30,12.567,6.1685,11.928,6.5626,9.7737,18.005,14.625,19.358,10.154,12.314,13.453,14.022,15.808,6.2084,-1.5865,-3.846
31,15.118,11.696,20.533,13.73,6.2159,23.541,23.937,26.543,4.1312,11.747,17.616,19.503,15.065,7.4972,-5.6485,-5.1466
32,4.1326,8.8233,19.487,15.388,5.957,20.928,19.154,22.34,5.6552,14.629,18.82,21.138,15.024,12.458,-4.4274,-4.5515
33,11.404,12.657,15.909,12.557,5.3405,18.184,13.235,18.966,-0.025813,10.182,16.819,17.748,10.098,14.842,-7.8636,-4.6065
34,7.425,14.309,10.872,6.2222,2.9066,10.219,4.4024,10.455,-12.091,0.58035,6.3201,6.2411,-0.92535,8.0692,-6.6909,-6.1296
35,12.59,6.09,11.75,6.6166,9.83,18.099,14.635,19.306,10.207,12.222,13.504,13.951,15.694,6.3212,-1.5999,-3.846
36,15.178,11.625,20.526,13.782,6.2234,23.555,24.049,26.454,4.2374,11.65,17.571,19.311,14.99,7.5008,-5.5652,-5.1466
37,4.1934,8.9897,19.52,15.232,5.9161,20.967,19.012,22.314,5.6963,14.651,18.711,21.188,14.977,12.379,-4.3107,-4.5515
38,11.469,12.48,16.06,12.562,5.473,18.222,13.201,19.098,-0.16919,10.113,16.899,17.815,10.224,14.955,-7.7919,-4.6065
39,7.5998,14.418,10.848,6.0896,2.9699,10.315,4.4277,10.473,-11.995,0.46511,6.4795,6.2484,-0.81021,8.1519,-6.8437,-6.1296
40,12.543,6.2438,11.819,6.719,9.7774,18.012,14.67,19.36,10.088,12.379,13.52,14.002,15.673,6.38,-1.7441,-3.846
41,15.202,11.539,20.554,13.84,6.2933,23.674,23.926,26.574,4.1592,11.683,17.581,19.322,14.917,7.5334,-5.6701,-5.1466
42,4.1467,8.8467,19.646,15.363,5.9686,20.912,19.041,22.369,5.5835,14.783,18.824,21.066,14.843,12.286,-4.3973,-4.5515
43,11.545,12.471,15.871,12.387,5.4165,18.257,13.133,19.071,-0.16874,10.197,16.898,17.79,10.252,14.993,-7.7333,-4.6065
44,7.4262,14.427,10.913,6.0672,2.974,10.33,4.2903,10.594,-11.983,0.61771,6.4845,6.2787,-0.94909,8.0372,-6.7026,-6.1296
45,12.509,6.1935,11.849,6.5966,9.7227,18.074,14.638,19.239,10.249,12.283,13.421,13.906,15.779,6.3562,-1.7743,-3.846
46,15.072,11.631,20.482,13.855,6.3032,23.669,24.098,26.438,4.2086,11.782,17.646,19.496,15.059,7.4964,-5.6731,-5.1466
47,4.0916,8.9869,19.504,15.251,6.0483,20.933,19.057,22.366,5.6689,14.685,18.724,21.043,14.9,12.444,-4.2523,-4.5515
48,11.487,12.536,15.894,12.4,5.5224,18.292,13.095,18.993,-0.02453,10.162,16.86,17.792,10.132,14.915,-7.762,-4.6065
49,7.4931,14.319,10.773,6.0649,2.9948,10.21,4.4005,10.577,-12.065,0.60456,6.3809,6.3351,-0.97453,8.0142,-6.8424,-6.1296
50,12.577,6.1063,11.839,6.6156,9.6844,18.118,14.668,19.428,10.213,12.282,13.484,13.947,15.692,6.3661,-1.6542,-3.846
51,15.186,11.542,20.47,13.864,6.3292,23.633,23.976,26.419,4.1655,11.637,17.6,19.443,15.024,7.4326,-5.5626,-5.1466
52,4.1711,9.0002,19.625,15.235,6.0244,20.889,19.128,22.457,5.6411,14.676,18.802,21.123,15.013,12.336,-4.4276,-4.5515
53,11.463,12.624,15.927,12.383,5.3491,18.292,13.146,18.993,-0.098594,10.246,16.836,17.73,10.154,14.862,-7.7436,-4.6065
54,7.5836,14.316,10.95,6.171,3.0031,10.289,4.2716,10.638,-12.07,0.48419,6.4248,6.3798,-0.91922,8.0462,-6.8359,-6.1296
