NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-7.3318,-8.8799,-1.0425,-3.017,6.7098,4.422,2.3025,1.04,-4.5898,-4.2384,-3.205,-2.9324,3.4775,1.282,-4.9952,-3.5606
1,-6.0388,-11.197,0.33733,-3.1352,-1.7156,1.5844,2.7042,1.6568,1.243,-4.0164,1.3067,0.64717,4.9683,7.7584,0.81422,-1.7275
2,-2.2282,-10.583,-0.49569,-4.0464,-9.3524,-2.189,0.11629,0.38532,4.5479,5.9655,5.3808,-0.14965,0.44271,4.6788,-0.5346,-2.6311
3,3.3191,-4.1145,-1.9719,0.05569,-4.8309,0.97966,1.4063,1.5658,10.178,13.752,11.123,1.938,-1.5115,1.3298,-3.2637,-2.4963
4,10.592,-1.6173,-3.1187,-4.5386,1.9537,2.6926,-3.8672,-3.5773,12.546,3.8536,12.654,4.6585,-1.3448,-0.17097,-3.984,-7.9752
5,-8.7175,-14.906,-18.782,-18.322,4.2725,-21.959,-21.017,-19.644,1.9936,-10.251,-15.554,-17.534,-13.362,-11.458,0.82206,-4.7893
6,6.5425,-4.177,-8.9974,-11.327,-11.479,-7.1312,-9.1506,-3.876,4.7439,-8.9627,-2.2508,-3.9138,-9.7455,-11.367,4.4608,2.7969
7,6.3636,3.7805,-8.3756,-14.592,-8.1658,-8.623,-15.433,-8.799,15.578,15.79,9.9705,6.5195,-4.3597,-9.6251,5.4289,3.5717
8,1.3474,2.9727,-7.8556,-8.8665,-3.2892,-7.5436,-12.87,-6.6158,2.3517,18.356,6.1298,4.5138,-8.6493,-8.7784,-5.6778,-4.2095
9,5.3269,2.0416,-3.9004,-8.8648,0.16357,-4.0383,-11.22,-3.0321,-4.7035,8.0996,2.3807,3.8347,-9.9853,-7.1212,-9.5145,-10.16
10,-8.7175,-14.906,-18.782,-18.322,4.2725,-21.959,-21.017,-19.644,1.9936,-10.251,-15.554,-17.534,-13.362,-11.458,0.82206,-4.7893
11,6.5425,-4.177,-8.9974,-11.327,-11.479,-7.1312,-9.1506,-3.876,4.7439,-8.9627,-2.2508,-3.9138,-9.7455,-11.367,4.4608,2.7969
12,6.3636,3.7805,-8.3756,-14.592,-8.1658,-8.623,-15.433,-8.799,15.578,15.79,9.9705,6.5195,-4.3597,-9.6251,5.4289,3.5717
13,1.3474,2.9727,-7.8556,-8.8665,-3.2892,-7.5436,-12.87,-6.6158,2.3517,18.356,6.1298,4.5138,-8.6493,-8.7784,-5.6778,-4.2095
14,5.3269,2.0416,-3.9004,-8.8648,0.16357,-4.0383,-11.22,-3.0321,-4.7035,8.0996,2.3807,3.8347,-9.9853,-7.1212,-9.5145,-10.16
15,-8.7175,-14.906,-18.782,-18.322,4.2725,-21.959,-21.017,-19.644,1.9936,-10.251,-15.554,-17.534,-13.362,-11.458,0.82206,-4.7893
16,6.5425,-4.177,-8.9974,-11.327,-11.479,-7.1312,-9.1506,-3.876,4.7439,-8.9627,-2.2508,-3.9138,-9.7455,-11.367,4.4608,2.7969
17,6.3636,3.7805,-8.3756,-14.592,-8.1658,-8.623,-15.433,-8.799,15.578,15.79,9.9705,6.5195,-4.3597,-9.6251,5.4289,3.5717
18,1.3474,2.9727,-7.8556,-8.8665,-3.2892,-7.5436,-12.87,-6.6158,2.3517,18.356,6.1298,4.5138,-8.6493,-8.7784,-5.6778,-4.2095
19,5.3269,2.0416,-3.9004,-8.8648,0.16357,-4.0383,-11.22,-3.0321,-4.7035,8.0996,2.3807,3.8347,-9.9853,-7.1212,-9.5145,-10.16
20,-8.7175,-14.906,-18.782,-18.322,4.2725,-21.959,-21.017,-19.644,1.9936,-10.251,-15.554,-17.534,-13.362,-11.458,0.82206,-4.7893
21,6.5425,-4.177,-8.9974,-11.327,-11.479,-7.1312,-9.1506,-3.876,4.7439,-8.9627,-2.2508,-3.9138,-9.7455,-11.367,4.4608,2.7969
22,6.3636,3.7805,-8.3756,-14.592,-8.1658,-8.623,-15.433,-8.799,15.578,15.79,9.9705,6.5195,-4.3597,-9.6251,5.4289,3.5717
23,1.3474,2.9727,-7.8556,-8.8665,-3.2892,-7.5436,-12.87,-6.6158,2.3517,18.356,6.1298,4.5138,-8.6493,-8.7784,-5.6778,-4.2095
24,5.3269,2.0416,-3.9004,-8.8648,0.16357,-4.0383,-11.22,-3.0321,-4.7035,8.0996,2.3807,3.8347,-9.9853,-7.1212,-9.5145,-10.16
25,-8.7175,-14.906,-18.782,-18.322,4.2725,-21.959,-21.017,-19.644,1.9936,-10.251,-15.554,-17.534,-13.362,-11.458,0.82206,-4.7893
26,6.5425,-4.177,-8.9974,-11.327,-11.479,-7.1312,-9.1506,-3.876,4.7439,-8.9627,-2.2508,-3.9138,-9.7455,-11.367,4.4608,2.7969
27,6.3636,3.7805,-8.3756,-14.592,-8.1658,-8.623,-15.433,-8.799,15.578,15.79,9.9705,6.5195,-4.3597,-9.6251,5.4289,3.5717
28,1.3474,2.9727,-7.8556,-8.8665,-3.2892,-7.5436,-12.87,-6.6158,2.3517,18.356,6.1298,4.5138,-8.6493,-8.7784,-5.6778,-4.2095
29,5.3269,2.0416,-3.9004,-8.8648,0.16357,-4.0383,-11.22,-3.0321,-4.7035,8.0996,2.3807,3.8347,-9.9853,-7.1212,-9.5145,-10.16
30,-8.7175,-14.906,-18.782,-18.322,4.2725,-21.959,-21.017,-19.644,1.9936,-10.251,-15.554,-17.534,-13.362,-11.458,0.82206,-4.7893
31,6.5425,-4.177,-8.9974,-11.327,-11.479,-7.1312,-9.1506,-3.876,4.7439,-8.9627,-2.2508,-3.9138,-9.7455,-11.367,4.4608,2.7969
32,6.3636,3.7805,-8.3756,-14.592,-8.1658,-8.623,-15.433,-8.799,15.578,15.79,9.9705,6.5195,-4.3597,-9.6251,5.4289,3.5717
33,1.3474,2.9727,-7.8556,-8.8665,-3.2892,-7.5436,-12.87,-6.6158,2.3517,18.356,6.1298,4.5138,-8.6493,-8.7784,-5.6778,-4.2095
34,5.3269,2.0416,-3.9004,-8.8648,0.16357,-4.0383,-11.22,-3.0321,-4.7035,8.0996,2.3807,3.8347,-9.9853,-7.1212,-9.5145,-10.16
35,-8.7175,-14.906,-18.782,-18.322,4.2725,-21.959,-21.017,-19.644,1.9936,-10.251,-15.554,-17.534,-13.362,-11.458,0.82206,-4.7893
36,6.5425,-4.177,-8.9974,-11.327,-11.479,-7.1312,-9.1506,-3.876,4.7439,-8.9627,-2.2508,-3.9138,-9.7455,-11.367,4.4608,2.7969
37,6.3636,3.7805,-8.3756,-14.592,-8.1658,-8.623,-15.433,-8.799,15.578,15.79,9.9705,6.5195,-4.3597,-9.6251,5.4289,3.5717
