NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,12.199,28.198,21.9,20.676,-7.8403,21.678,22.043,17.544,5.9696,8.0083,16.466,12.404,12.209,14.368,5.2482,6.1595
1,4.3875,10.634,12.503,13.679,-6.0885,8.0798,10.927,5.2374,4.1504,6.072,6.5935,-2.4466,0.85559,3.8094,-6.816,0.71186
2,-0.27978,-4.5901,1.9793,4.5126,-5.9022,0.4471,2.8222,0.11065,3.7654,4.2806,1.6452,-4.6684,-2.8905,0.5056,-7.139,2.1638
3,-1.2869,-9.5074,-3.4984,-4.5365,-8.0233,-3.0497,-6.7399,-6.7338,2.3578,8.4212,-1.5827,-6.2348,-3.64,-6.9926,-6.4911,1.399
4,-0.024917,-10.29,-8.3653,-10.817,-1.1194,-8.9475,-15.055,-14.822,-10.917,-2.2958,-5.7186,-14.982,-10.574,-11.304,-14.345,-13.198
5,12.254,28.277,21.854,20.669,-7.8484,21.714,22.112,17.502,5.9899,7.9407,16.505,12.425,12.199,14.314,5.2462,6.1595
6,4.3862,10.584,12.408,13.613,-6.1612,8.1106,10.915,5.1719,4.0892,6.0328,6.6003,-2.375,0.79503,3.7785,-6.8156,0.71186
7,-0.25158,-4.6297,1.9698,4.4903,-5.9625,0.37734,2.8487,0.1027,3.7131,4.3068,1.6552,-4.6396,-2.9168,0.53119,-7.1389,2.1638
8,-1.3495,-9.4874,-3.5284,-4.4803,-8.0148,-3.0519,-6.7231,-6.6869,2.3764,8.4023,-1.5188,-6.196,-3.5917,-7.0353,-6.5174,1.399
9,0.023392,-10.291,-8.4295,-10.876,-1.146,-8.9364,-15.085,-14.902,-10.942,-2.278,-5.7727,-14.95,-10.612,-11.28,-14.368,-13.198
10,12.259,28.243,21.898,20.714,-7.8111,21.658,22.046,17.556,6.0254,7.9963,16.485,12.431,12.253,14.346,5.1709,6.1595
11,4.3076,10.578,12.408,13.672,-6.1365,8.0628,10.935,5.2037,4.1188,6.0198,6.6584,-2.394,0.79167,3.8224,-6.7434,0.71186
12,-0.29643,-4.5997,1.9297,4.4479,-5.9206,0.38541,2.869,0.029781,3.7946,4.3441,1.641,-4.6497,-2.8686,0.54574,-7.1395,2.1638
13,-1.3647,-9.48,-3.4743,-4.5215,-8.0031,-3.0327,-6.7409,-6.7762,2.3443,8.3994,-1.6122,-6.1849,-3.5922,-7.0467,-6.4842,1.399
14,0.043379,-10.235,-8.3862,-10.804,-1.1266,-8.969,-15.09,-14.854,-10.946,-2.2861,-5.7309,-14.966,-10.642,-11.271,-14.433,-13.198
15,12.22,28.264,21.856,20.647,-7.8219,21.66,22.105,17.55,6.0475,7.9545,16.496,12.463,12.196,14.327,5.2309,6.1595
16,4.3016,10.581,12.455,13.595,-6.0638,8.1296,10.957,5.2155,4.0815,6.0732,6.6507,-2.4241,0.79643,3.7785,-6.8168,0.71186
17,-0.29649,-4.5931,1.9406,4.5007,-5.9808,0.39279,2.8766,0.090319,3.7101,4.2618,1.6215,-4.6366,-2.9301,0.54197,-7.0956,2.1638
18,-1.325,-9.455,-3.501,-4.5009,-8.047,-3.0679,-6.7636,-6.751,2.3459,8.4806,-1.5544,-6.1915,-3.6265,-7.0335,-6.5326,1.399
19,0.053907,-10.251,-8.3863,-10.867,-1.1477,-8.9456,-15.062,-14.898,-10.939,-2.3033,-5.7559,-15.044,-10.614,-11.26,-14.359,-13.198
20,12.183,28.266,21.857,20.646,-7.8081,21.672,22.034,17.548,6.0306,7.9905,16.46,12.407,12.29,14.398,5.1877,6.1595
21,4.3722,10.575,12.492,13.652,-6.1363,8.0851,10.919,5.1986,4.0748,6.0437,6.6131,-2.3784,0.85215,3.7612,-6.8062,0.71186
22,-0.24302,-4.6113,1.9633,4.4512,-5.9558,0.38324,2.8132,0.1186,3.7307,4.3459,1.6649,-4.6966,-2.9239,0.49463,-7.0782,2.1638
23,-1.3333,-9.5191,-3.4817,-4.4927,-7.9716,-3.0268,-6.7712,-6.7611,2.3056,8.4008,-1.5444,-6.175,-3.5646,-7.0301,-6.4693,1.399
24,0.03555,-10.27,-8.4225,-10.889,-1.143,-8.9754,-15.018,-14.808,-10.944,-2.3332,-5.7826,-15.006,-10.61,-11.272,-14.432,-13.198
25,12.231,28.263,21.841,20.639,-7.7902,21.706,22.071,17.528,5.991,7.9662,16.552,12.449,12.27,14.362,5.2322,6.1595
26,4.3712,10.563,12.483,13.607,-6.1626,8.0892,10.99,5.1908,4.1238,6.042,6.6262,-2.4427,0.8424,3.7666,-6.8102,0.71186
27,-0.25238,-4.6021,1.8907,4.5127,-5.9497,0.4528,2.8381,0.072846,3.7917,4.2682,1.6129,-4.6769,-2.9421,0.48153,-7.1195,2.1638
28,-1.3238,-9.4921,-3.4598,-4.5021,-8.0207,-3.0722,-6.7191,-6.7839,2.3179,8.4336,-1.5898,-6.2405,-3.5629,-7.0029,-6.5018,1.399
29,0.032716,-10.293,-8.3714,-10.851,-1.15,-8.9247,-15.019,-14.883,-10.885,-2.2563,-5.7842,-15.01,-10.593,-11.297,-14.395,-13.198
30,12.232,28.198,21.866,20.71,-7.7738,21.702,22.111,17.54,6.0034,7.9435,16.506,12.433,12.206,14.346,5.1813,6.1595
31,4.3124,10.558,12.459,13.672,-6.1312,8.1209,10.99,5.182,4.1564,6.0017,6.6749,-2.4328,0.78861,3.8089,-6.7455,0.71186
32,-0.26412,-4.6099,1.9509,4.5018,-5.9347,0.43819,2.8463,0.091157,3.795,4.3373,1.6044,-4.6488,-2.906,0.55576,-7.1105,2.1638
33,-1.3303,-9.5395,-3.5145,-4.546,-8.004,-3.0622,-6.7542,-6.7167,2.319,8.4246,-1.5548,-6.1631,-3.6438,-7.0475,-6.4882,1.399
34,-0.011415,-10.224,-8.383,-10.894,-1.0871,-8.998,-15.079,-14.805,-10.872,-2.334,-5.7515,-15.016,-10.625,-11.269,-14.402,-13.198
35,12.254,28.214,21.894,20.666,-7.8432,21.645,22.029,17.473,5.9756,8.0191,16.454,12.394,12.263,14.402,5.1777,6.1595
36,4.3337,10.539,12.493,13.69,-6.1032,8.0803,10.93,5.1551,4.0691,5.9955,6.6188,-2.4043,0.83513,3.7768,-6.8008,0.71186
37,-0.28104,-4.6186,1.9499,4.4694,-5.9785,0.3798,2.8891,0.1206,3.7642,4.31,1.6479,-4.6603,-2.9112,0.48729,-7.0857,2.1638
38,-1.3539,-9.5458,-3.5217,-4.5671,-7.969,-3.0435,-6.6789,-6.6867,2.3243,8.3934,-1.578,-6.1529,-3.6259,-7.0755,-6.5331,1.399
39,0.055449,-10.224,-8.4259,-10.817,-1.0804,-8.9146,-15.067,-14.876,-10.936,-2.2831,-5.7686,-14.989,-10.638,-11.261,-14.425,-13.198
40,6.4637,-3.6189,-11.134,-10.009,-9.7803,-8.4142,-9.5957,-1.6842,-7.5191,-10.722,-3.6518,-2.6444,0.98706,-8.9556,-4.2788,-4.6034
41,2.4686,0.10935,-9.2547,-8.6378,-7.2409,-6.1684,-8.1635,-1.5083,3.1259,-3.9902,1.0383,3.2586,-1.1868,-8.2877,-3.7183,-0.30962
42,-8.9314,-2.7858,-9.5842,-12.843,-0.80411,-6.7851,-9.787,-3.562,3.3153,-8.2645,-1.5913,-1.4134,-8.5389,-11.592,-12.211,-12.433
43,-2.7654,1.5578,-8.4694,-13.581,-0.18437,-6.5257,-11.817,-6.3723,3.9161,-12.874,-3.3658,-3.8356,-15.232,-17.968,-20.609,-12.053
44,-3.6409,3.5707,-5.8458,-1.4059,1.3595,-5.7383,-4.1082,-3.4181,-6.1513,-14.556,-3.1109,-6.6363,-15.327,-12.164,-17.808,-12.144
45,6.4958,-3.5838,-11.143,-10.048,-9.7415,-8.4454,-9.58,-1.7338,-7.5136,-10.745,-3.6326,-2.6602,1.0011,-8.9601,-4.3171,-4.6034
46,2.3998,0.14982,-9.272,-8.5776,-7.2075,-6.1305,-8.1958,-1.55,3.1174,-3.9993,0.99186,3.2365,-1.196,-8.3414,-3.762,-0.30962
47,-8.9236,-2.7036,-9.5824,-12.821,-0.7509,-6.8791,-9.7925,-3.4843,3.2525,-8.3104,-1.6584,-1.3621,-8.4829,-11.671,-12.223,-12.433
48,-2.7637,1.5686,-8.4604,-13.59,-0.2502,-6.551,-11.841,-6.3729,3.9309,-12.897,-3.3877,-3.8238,-15.206,-17.928,-20.615,-12.053
49,-3.652,3.6315,-5.8057,-1.4386,1.4006,-5.7677,-4.0488,-3.4589,-6.0987,-14.532,-3.0821,-6.5601,-15.397,-12.217,-17.825,-12.144
50,6.5357,-3.6008,-11.117,-10.017,-9.7401,-8.4588,-9.6304,-1.6601,-7.4643,-10.719,-3.6848,-2.7036,1.004,-8.9609,-4.2917,-4.6034
51,2.3898,0.06511,-9.2504,-8.6477,-7.2204,-6.1898,-8.1431,-1.5785,3.1392,-3.9335,1.0437,3.2685,-1.1383,-8.3183,-3.6888,-0.30962
52,-8.8438,-2.7142,-9.639,-12.89,-0.77672,-6.8259,-9.7206,-3.5063,3.2871,-8.3415,-1.658,-1.3589,-8.5245,-11.614,-12.281,-12.433
53,-2.7533,1.5252,-8.4298,-13.572,-0.23658,-6.5581,-11.822,-6.362,3.9182,-12.907,-3.439,-3.8425,-15.176,-17.911,-20.627,-12.053
54,-3.6536,3.6181,-5.7815,-1.4561,1.3394,-5.7905,-4.0579,-3.4127,-6.1358,-14.556,-3.1227,-6.6053,-15.3,-12.226,-17.842,-12.144
55,6.5066,-3.5652,-11.135,-10.046,-9.7992,-8.4546,-9.5442,-1.6989,-7.4936,-10.692,-3.6464,-2.668,0.9903,-9.032,-4.2483,-4.6034
56,2.4494,0.12392,-9.2275,-8.609,-7.2176,-6.1341,-8.1822,-1.5912,3.1344,-4.0181,1.0687,3.2804,-1.1481,-8.3573,-3.7033,-0.30962
57,-8.8789,-2.7222,-9.5417,-12.864,-0.758,-6.8676,-9.7942,-3.5179,3.3057,-8.3274,-1.5932,-1.3509,-8.5095,-11.628,-12.285,-12.433
58,-2.8154,1.5265,-8.4341,-13.528,-0.17586,-6.5974,-11.82,-6.445,3.8473,-12.843,-3.3665,-3.8727,-15.133,-17.921,-20.649,-12.053
59,-3.6703,3.6217,-5.8761,-1.4586,1.4123,-5.7082,-4.1384,-3.507,-6.1424,-14.581,-3.0988,-6.5426,-15.311,-12.149,-17.818,-12.144
60,6.5078,-3.5374,-11.157,-10.081,-9.7956,-8.43,-9.5777,-1.7509,-7.4596,-10.763,-3.6576,-2.6624,0.96158,-8.9424,-4.3408,-4.6034
61,2.4522,0.10154,-9.2951,-8.5847,-7.2468,-6.1104,-8.1768,-1.5817,3.1568,-3.9637,0.9832,3.2382,-1.1703,-8.2673,-3.7485,-0.30962
62,-8.9136,-2.7562,-9.6173,-12.883,-0.81088,-6.8352,-9.7234,-3.4994,3.2924,-8.3144,-1.6165,-1.3326,-8.5658,-11.612,-12.213,-12.433
63,-2.7564,1.5898,-8.5105,-13.57,-0.24543,-6.5875,-11.839,-6.4127,3.933,-12.895,-3.3972,-3.8821,-15.21,-17.953,-20.634,-12.053
64,-3.6055,3.5448,-5.8408,-1.4002,1.3554,-5.7116,-4.0922,-3.467,-6.1662,-14.506,-3.0972,-6.5433,-15.334,-12.16,-17.888,-12.144
65,6.534,-3.618,-11.167,-10.076,-9.726,-8.4066,-9.5829,-1.6983,-7.4708,-10.719,-3.6613,-2.6102,0.9534,-9.029,-4.3177,-4.6034
66,2.4172,0.13009,-9.2743,-8.616,-7.2039,-6.1523,-8.1334,-1.5384,3.1441,-4.0072,1.0649,3.2942,-1.1474,-8.3032,-3.7679,-0.30962
67,-8.8594,-2.7663,-9.5891,-12.843,-0.81103,-6.8667,-9.7737,-3.4761,3.2992,-8.3115,-1.6835,-1.4166,-8.5639,-11.585,-12.292,-12.433
68,-2.768,1.5412,-8.5275,-13.571,-0.19216,-6.5166,-11.888,-6.433,3.8831,-12.883,-3.4278,-3.8494,-15.165,-17.9,-20.639,-12.053
69,-3.6466,3.5871,-5.7984,-1.3811,1.368,-5.753,-4.135,-3.4649,-6.181,-14.487,-3.1087,-6.631,-15.322,-12.182,-17.879,-12.144
70,6.5086,-3.6055,-11.133,-10.029,-9.8089,-8.4658,-9.6119,-1.7145,-7.4956,-10.701,-3.6423,-2.7079,0.98752,-8.9874,-4.2568,-4.6034
71,2.4675,0.092415,-9.2434,-8.618,-7.2858,-6.1623,-8.1538,-1.5835,3.144,-3.9481,1.014,3.2947,-1.1904,-8.3435,-3.7164,-0.30962
72,-8.8722,-2.7054,-9.6252,-12.898,-0.81238,-6.8493,-9.7356,-3.5507,3.252,-8.3263,-1.6683,-1.4116,-8.5262,-11.626,-12.231,-12.433
73,-2.7595,1.6029,-8.4907,-13.533,-0.19828,-6.591,-11.877,-6.449,3.8851,-12.898,-3.3858,-3.8782,-15.231,-17.921,-20.646,-12.053
74,-3.6235,3.5945,-5.7895,-1.417,1.3524,-5.7511,-4.1348,-3.4952,-6.1313,-14.509,-3.0789,-6.5449,-15.372,-12.204,-17.9,-12.144
75,6.4619,-3.5733,-11.174,-10.099,-9.7314,-8.4215,-9.5973,-1.6946,-7.4434,-10.737,-3.6602,-2.657,0.97492,-9.0149,-4.3101,-4.6034
76,2.4221,0.11792,-9.2662,-8.633,-7.2851,-6.1386,-8.2089,-1.5355,3.1114,-3.9466,1.0638,3.3013,-1.1498,-8.3055,-3.6966,-0.30962
77,-8.8752,-2.7712,-9.5437,-12.845,-0.71708,-6.8651,-9.7485,-3.4887,3.2631,-8.2735,-1.5974,-1.3641,-8.5254,-11.627,-12.284,-12.433
78,-2.8328,1.6052,-8.5055,-13.585,-0.21844,-6.5237,-11.854,-6.4349,3.9105,-12.82,-3.4099,-3.9075,-15.147,-17.959,-20.659,-12.053
79,-3.5981,3.6089,-5.7978,-1.3974,1.4065,-5.7947,-4.0439,-3.4465,-6.1599,-14.502,-3.1421,-6.6123,-15.396,-12.193,-17.849,-12.144
80,6.5349,-3.5487,-11.1,-10.013,-9.7788,-8.4112,-9.6265,-1.7328,-7.4369,-10.674,-3.6731,-2.6686,0.93817,-8.945,-4.2557,-4.6034
81,2.4469,0.13013,-9.2866,-8.5939,-7.2324,-6.1464,-8.1492,-1.5079,3.1639,-3.971,1.0637,3.3006,-1.1663,-8.2658,-3.753,-0.30962
82,-8.8995,-2.7977,-9.6231,-12.847,-0.73253,-6.842,-9.7689,-3.5158,3.3123,-8.3292,-1.6434,-1.3973,-8.5387,-11.623,-12.196,-12.433
83,-2.7679,1.5862,-8.4475,-13.549,-0.17836,-6.5333,-11.879,-6.3674,3.8379,-12.878,-3.457,-3.8351,-15.179,-17.928,-20.671,-12.053
84,-3.6197,3.5494,-5.8087,-1.4641,1.3881,-5.7128,-4.0944,-3.4187,-6.1412,-14.497,-3.1186,-6.6224,-15.366,-12.168,-17.854,-12.144
85,6.5045,-3.563,-11.118,-10.007,-9.7345,-8.4631,-9.5659,-1.7224,-7.4254,-10.723,-3.6442,-2.612,1.0295,-8.9875,-4.2869,-4.6034
86,2.4403,0.12167,-9.2093,-8.642,-7.2567,-6.1846,-8.1293,-1.5685,3.1339,-3.9372,1.0559,3.2235,-1.2135,-8.3027,-3.7545,-0.30962
87,-8.9119,-2.7355,-9.6373,-12.821,-0.75801,-6.7979,-9.7041,-3.5149,3.3348,-8.3121,-1.6882,-1.3644,-8.5005,-11.668,-12.249,-12.433
88,-2.7593,1.603,-8.5002,-13.579,-0.17661,-6.5302,-11.814,-6.3967,3.918,-12.871,-3.4388,-3.8748,-15.192,-17.966,-20.636,-12.053
89,-3.6257,3.5578,-5.8262,-1.4731,1.3341,-5.7572,-4.1118,-3.4643,-6.125,-14.556,-3.1283,-6.5688,-15.374,-12.142,-17.853,-12.144
90,6.5,-3.5572,-11.095,-10.051,-9.765,-8.3844,-9.5787,-1.7117,-7.443,-10.707,-3.5962,-2.6942,0.99579,-8.9638,-4.287,-4.6034
91,2.4094,0.11198,-9.2101,-8.6689,-7.2291,-6.1541,-8.1479,-1.5131,3.1745,-3.9905,1.0094,3.2254,-1.1768,-8.3206,-3.7269,-0.30962
92,-8.8923,-2.7378,-9.5444,-12.842,-0.75699,-6.8561,-9.7139,-3.4838,3.2538,-8.3024,-1.689,-1.3689,-8.5681,-11.656,-12.274,-12.433
93,-2.8142,1.5615,-8.4601,-13.597,-0.2037,-6.59,-11.791,-6.4435,3.8793,-12.851,-3.4561,-3.9072,-15.136,-17.895,-20.62,-12.053
94,-3.6085,3.5635,-5.8412,-1.3895,1.3718,-5.7467,-4.089,-3.482,-6.083,-14.485,-3.1328,-6.588,-15.358,-12.178,-17.826,-12.144
95,9.0205,5.4638,-3.9788,-5.177,3.9253,-2.3055,-5.6743,-4.5659,6.5117,7.3785,0.92753,-0.38433,2.9257,4.7092,5.5109,12.634
96,-3.3576,-12.85,-14.495,-21.362,-0.17503,-15.267,-18.407,-17.461,-2.1266,1.67,-14.039,-15.783,-9.9228,-7.634,-9.5239,-7.9817
97,-11.557,-23.106,-20.107,-27.065,-14.831,-19.947,-21.756,-19.833,-9.5446,-4.2044,-13.531,-17.652,-13.598,-11.271,-12.624,-17.679
98,-5.7422,-17.624,-19.507,-25.153,-13.197,-18.208,-21.629,-17.995,-9.1989,-1.9972,-9.578,-15.142,-17.999,-18.264,-18.08,-13.078
99,5.4058,-6.7465,-9.7147,-13.89,-11.682,-5.5945,-8.3839,-3.8619,-3.9042,-9.3895,-2.2845,-8.4315,-15.685,-19.407,-18.791,-17.032
100,9.0108,5.4949,-3.9841,-5.1306,3.9586,-2.3381,-5.6375,-4.5303,6.5652,7.335,0.91131,-0.41929,2.9143,4.6968,5.5386,12.634
101,-3.4214,-12.85,-14.447,-21.35,-0.10891,-15.213,-18.376,-17.502,-2.1818,1.6979,-14.112,-15.818,-9.8838,-7.668,-9.5344,-7.9817
102,-11.642,-23.114,-20.095,-26.974,-14.848,-19.96,-21.787,-19.832,-9.5333,-4.2056,-13.537,-17.667,-13.631,-11.304,-12.648,-17.679
103,-5.8301,-17.571,-19.529,-25.223,-13.207,-18.197,-21.556,-18.013,-9.1585,-1.937,-9.5387,-15.237,-18.039,-18.264,-18.061,-13.078
104,5.3621,-6.7814,-9.7842,-13.911,-11.601,-5.608,-8.4048,-3.8379,-3.9445,-9.4377,-2.2841,-8.4693,-15.687,-19.408,-18.861,-17.032
105,8.9592,5.4959,-4.0165,-5.1808,3.9326,-2.3335,-5.7238,-4.5306,6.5635,7.3409,0.87775,-0.40756,2.8827,4.6962,5.536,12.634
106,-3.4271,-12.908,-14.465,-21.392,-0.10361,-15.201,-18.453,-17.515,-2.1087,1.6741,-14.035,-15.817,-9.9138,-7.6759,-9.5126,-7.9817
107,-11.596,-23.177,-20.138,-27.023,-14.838,-19.929,-21.791,-19.791,-9.5466,-4.2489,-13.533,-17.701,-13.6,-11.285,-12.665,-17.679
108,-5.7729,-17.59,-19.587,-25.195,-13.23,-18.159,-21.583,-17.978,-9.2039,-1.9913,-9.5378,-15.219,-18.008,-18.246,-18.081,-13.078
109,5.3291,-6.7853,-9.7003,-13.929,-11.651,-5.6363,-8.3911,-3.8432,-3.9314,-9.4214,-2.2386,-8.4889,-15.715,-19.321,-18.829,-17.032
110,9.0072,5.5346,-4.0547,-5.1712,3.9524,-2.2894,-5.7296,-4.5157,6.5224,7.3184,0.92949,-0.37444,2.8659,4.6474,5.5393,12.634
111,-3.4053,-12.878,-14.513,-21.336,-0.08461,-15.257,-18.375,-17.473,-2.1403,1.6955,-14.067,-15.758,-9.9693,-7.6733,-9.513,-7.9817
112,-11.595,-23.131,-20.08,-27.049,-14.831,-19.902,-21.801,-19.792,-9.5608,-4.1817,-13.533,-17.698,-13.664,-11.286,-12.619,-17.679
113,-5.7382,-17.646,-19.525,-25.206,-13.228,-18.211,-21.618,-17.999,-9.1513,-1.9944,-9.528,-15.148,-18.015,-18.249,-18.077,-13.078
114,5.3732,-6.8075,-9.7711,-13.971,-11.658,-5.584,-8.3776,-3.8602,-3.9059,-9.4197,-2.2767,-8.478,-15.701,-19.37,-18.847,-17.032
115,9.0039,5.4653,-4.0265,-5.1246,3.9436,-2.3175,-5.7153,-4.5183,6.5976,7.3492,0.89899,-0.351,2.9006,4.6435,5.5265,12.634
116,-3.3972,-12.909,-14.506,-21.372,-0.15374,-15.231,-18.441,-17.476,-2.1456,1.7203,-14.035,-15.804,-9.8883,-7.6601,-9.4966,-7.9817
117,-11.561,-23.078,-20.129,-26.98,-14.778,-19.894,-21.747,-19.836,-9.5839,-4.1705,-13.583,-17.647,-13.629,-11.335,-12.642,-17.679
118,-5.7755,-17.652,-19.524,-25.194,-13.213,-18.152,-21.595,-18.068,-9.1595,-1.9606,-9.5479,-15.238,-18.001,-18.211,-18.116,-13.078
119,5.321,-6.7822,-9.7662,-13.927,-11.595,-5.6203,-8.4232,-3.8949,-3.8811,-9.4828,-2.2263,-8.4439,-15.665,-19.313,-18.794,-17.032
120,8.9786,5.5281,-4.048,-5.1887,3.9103,-2.3689,-5.6829,-4.5235,6.532,7.3705,0.96285,-0.35114,2.9005,4.6319,5.5383,12.634
121,-3.3872,-12.846,-14.456,-21.431,-0.1677,-15.267,-18.385,-17.497,-2.1473,1.6733,-14.101,-15.753,-9.9526,-7.6769,-9.4892,-7.9817
122,-11.606,-23.152,-20.114,-27.039,-14.836,-19.895,-21.789,-19.776,-9.5923,-4.2291,-13.519,-17.688,-13.665,-11.272,-12.663,-17.679
123,-5.8273,-17.603,-19.543,-25.219,-13.207,-18.22,-21.608,-18.02,-9.1907,-2.0015,-9.56,-15.203,-17.967,-18.206,-18.073,-13.078
124,5.3358,-6.8001,-9.6961,-13.951,-11.675,-5.6038,-8.4585,-3.8231,-3.9116,-9.3988,-2.2742,-8.4636,-15.693,-19.375,-18.806,-17.032
125,8.9976,5.5222,-4.0148,-5.1359,3.9077,-2.3214,-5.7295,-4.5288,6.5474,7.4067,0.92595,-0.34074,2.8656,4.7161,5.5329,12.634
