NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-22.223,5.041,9.4813,13.472,11.718,14.855,12.001,14.93,13.914,12.064,11.198,17.021,12.863,5.769,21.284,8.6282
1,1.9519,7.3681,19.964,20.029,3.1352,26.961,23.752,27.462,8.9758,9.6323,19.131,21.745,14.155,9.6106,13.987,7.0775
2,7.6914,18.547,19.937,17.492,8.8102,22.924,22.228,22.02,17.531,22.535,25.294,23.413,19.656,14.567,14.686,4.9922
3,3.4296,17.173,17.144,11.755,5.7535,18.251,14.745,13.514,9.1738,6.9642,22.035,19.761,21.049,15.806,13.339,0.32873
4,-2.982,9.0747,14.382,11.41,7.1743,10.967,10.616,8.9906,-3.8116,-6.3901,6.4801,5.9773,6.2094,5.9642,-12.43,-11.554
5,-22.252,5.0526,9.4859,13.476,11.732,14.774,12.041,14.948,13.912,12.044,11.138,17.004,12.856,5.7222,21.285,8.6282
6,1.9331,7.3586,19.963,20.071,3.1206,26.97,23.728,27.378,8.9219,9.6493,19.132,21.717,14.128,9.6145,13.955,7.0775
7,7.6602,18.551,19.899,17.471,8.8177,22.932,22.234,22.086,17.512,22.559,25.369,23.443,19.602,14.524,14.741,4.9922
8,3.4287,17.191,17.162,11.766,5.7566,18.261,14.779,13.492,9.1289,6.8969,21.974,19.789,21.109,15.798,13.361,0.32873
9,-2.9164,9.1001,14.414,11.352,7.1822,11.022,10.56,8.9065,-3.783,-6.4002,6.5046,5.9867,6.1966,5.8666,-12.424,-11.554
10,-22.176,5.0528,9.4224,13.53,11.775,14.79,12.027,14.897,13.836,12.031,11.116,17.045,12.855,5.727,21.278,8.6282
11,1.9567,7.3158,19.95,20.09,3.0738,26.93,23.74,27.444,8.9484,9.6133,19.085,21.739,14.15,9.5477,14.002,7.0775
12,7.6876,18.574,19.975,17.482,8.7971,22.943,22.233,22.085,17.558,22.502,25.298,23.453,19.62,14.535,14.731,4.9922
13,3.471,17.218,17.098,11.742,5.7569,18.257,14.713,13.496,9.1782,6.8957,21.965,19.729,21.047,15.822,13.385,0.32873
14,-2.9465,9.032,14.407,11.373,7.2105,11.03,10.634,8.9286,-3.7885,-6.3609,6.5285,5.9331,6.1826,5.8799,-12.417,-11.554
15,-22.203,5.0834,9.4271,13.549,11.725,14.826,12.06,14.924,13.898,11.981,11.167,17.045,12.835,5.7611,21.288,8.6282
16,1.9221,7.3336,19.926,20.045,3.0698,27.001,23.748,27.401,8.9552,9.5725,19.13,21.761,14.168,9.5796,13.99,7.0775
17,7.6768,18.576,19.942,17.488,8.8308,22.879,22.161,22.09,17.563,22.472,25.316,23.458,19.655,14.493,14.73,4.9922
18,3.4898,17.224,17.154,11.692,5.77,18.241,14.717,13.508,9.1671,6.9466,22.019,19.734,21.056,15.763,13.335,0.32873
19,-2.9794,9.0988,14.38,11.362,7.2523,11.03,10.568,8.9405,-3.859,-6.3261,6.5681,6.0006,6.1667,5.954,-12.353,-11.554
20,-22.249,5.1129,9.4605,13.484,11.716,14.801,12.074,14.927,13.843,12.077,11.194,17.022,12.842,5.7351,21.217,8.6282
21,1.9624,7.2979,19.961,20.1,3.1406,26.945,23.705,27.423,8.9364,9.6086,19.117,21.733,14.158,9.6338,14.004,7.0775
22,7.6446,18.595,19.95,17.438,8.812,22.898,22.17,22.071,17.59,22.494,25.322,23.431,19.659,14.471,14.703,4.9922
23,3.4413,17.214,17.066,11.702,5.8026,18.298,14.726,13.484,9.1962,6.9253,21.992,19.798,21.045,15.776,13.335,0.32873
24,-2.9462,9.0873,14.466,11.369,7.1977,10.97,10.547,8.9143,-3.8143,-6.409,6.5491,5.951,6.1277,5.9281,-12.443,-11.554
25,-22.189,5.0571,9.4297,13.552,11.769,14.818,12.004,14.96,13.849,12.03,11.123,17.016,12.805,5.7065,21.263,8.6282
26,1.9424,7.2965,19.909,20.118,3.1508,26.965,23.698,27.393,8.9,9.5806,19.145,21.714,14.171,9.5848,13.965,7.0775
27,7.7049,18.533,19.893,17.457,8.8528,22.884,22.232,22.043,17.507,22.482,25.3,23.434,19.615,14.559,14.748,4.9922
28,3.4035,17.193,17.141,11.717,5.7969,18.29,14.752,13.458,9.147,6.967,21.961,19.731,21.068,15.773,13.382,0.32873
29,-2.9332,9.0954,14.391,11.383,7.1889,10.98,10.636,8.9889,-3.8517,-6.3436,6.567,5.9721,6.1431,5.8871,-12.411,-11.554
30,-22.188,5.0982,9.4475,13.508,11.805,14.802,12.051,14.955,13.87,12.003,11.137,17.005,12.782,5.7426,21.211,8.6282
31,1.9858,7.3758,19.881,20.083,3.1338,26.946,23.768,27.382,8.8878,9.6343,19.083,21.767,14.131,9.6351,13.965,7.0775
32,7.6675,18.563,19.902,17.488,8.8664,22.931,22.239,22.052,17.599,22.533,25.366,23.472,19.628,14.512,14.708,4.9922
33,3.4605,17.161,17.153,11.719,5.792,18.29,14.775,13.529,9.1119,6.9081,21.996,19.756,21.115,15.837,13.392,0.32873
34,-2.988,9.0629,14.472,11.318,7.1675,10.963,10.629,8.9868,-3.866,-6.3701,6.5359,5.9433,6.2092,5.9131,-12.417,-11.554
35,-22.239,5.0177,9.5026,13.564,11.797,14.797,12.02,14.956,13.842,11.987,11.179,16.98,12.838,5.7588,21.203,8.6282
36,1.9661,7.3027,19.95,20.058,3.1316,26.986,23.755,27.43,8.9436,9.6407,19.136,21.766,14.084,9.5964,13.965,7.0775
