NaN,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-198.93,137.08,84.548,153.31,-509.5,142.46,147.73,149.93,-235.71,-343.33,149.06,145.62,118.99,146.62,134.27,145.67
1,-210.53,135.59,100.19,143.82,-628.59,149.08,140.41,146.76,-217.07,-316.5,143.34,149.56,125.73,151.85,142.35,149.47
2,-192.91,113.24,95.682,107.68,-662.48,125.76,110.84,108.16,-165.1,-239.72,112.48,124.2,112.02,133.54,132.57,129.31
3,-154.15,92.096,83.422,80.488,-639.65,90.392,82.496,76,-99.074,-152.21,78.377,85.395,80.862,95.211,96.268,89.043
4,-104.07,69.412,69.879,52.277,-570.1,70.943,51.062,48.344,-21.743,-56.796,55.784,56.145,54.278,62.854,58.275,57.495
5,-43.537,-4.9213,-0.24291,-5.4001,-95.797,-24.015,-6.3877,-10.659,39.244,53.932,-8.2953,-5.9476,-6.1731,-9.2712,-9.1853,-15.9
6,-55.41,1.0547,6.9304,4.8057,-109.77,-13.294,6.9873,9.2334,21.197,24.333,-8.1225,-0.6543,-1.3094,7.7544,-4.5778,-7.7505
7,-63.392,13.176,10.653,5.2674,-123.47,7.941,8.0721,12.319,1.3435,-0.96035,12.268,15.38,17.041,25.178,16.536,4.2392
8,-63.279,5.1891,3.1002,5.2796,-122.19,-1.5656,7.3919,9.7959,-10.679,-14.993,0.61055,-2.4313,1.5128,10.192,0.12126,-1.5653
9,-66.024,8.9089,15.021,19.186,-128.01,4.6795,20.827,22.424,-15.376,-13.783,7.4298,6.66,11.582,21.866,12.618,14.971
10,-43.553,-4.8637,-0.20946,-5.4126,-95.807,-23.978,-6.3191,-10.693,39.192,53.929,-8.336,-5.9701,-6.2049,-9.3193,-9.2652,-15.9
11,-55.395,1.0662,6.9464,4.8002,-109.77,-13.293,7.015,9.2666,21.269,24.318,-8.1469,-0.71014,-1.3195,7.6845,-4.5497,-7.7505
12,-63.384,13.224,10.671,5.2686,-123.53,7.9967,8.1069,12.32,1.4069,-0.95488,12.268,15.45,17.047,25.241,16.571,4.2392
13,-63.301,5.1706,3.0882,5.2169,-122.19,-1.5464,7.3887,9.7816,-10.714,-14.977,0.62125,-2.4271,1.5586,10.156,0.098057,-1.5653
14,-66.016,8.8483,14.932,19.215,-128.04,4.6152,20.841,22.428,-15.424,-13.786,7.4394,6.6155,11.591,21.915,12.695,14.971
15,-43.518,-4.8731,-0.20706,-5.4089,-95.81,-24.034,-6.3737,-10.667,39.179,53.935,-8.2511,-5.8879,-6.217,-9.3598,-9.2665,-15.9
16,-55.349,1.0262,6.8684,4.7964,-109.83,-13.266,6.99,9.2604,21.202,24.307,-8.1578,-0.68988,-1.3026,7.7409,-4.5794,-7.7505
17,-63.333,13.271,10.699,5.2904,-123.48,7.9477,8.077,12.326,1.3836,-1.0208,12.183,15.436,17.049,25.213,16.559,4.2392
18,-63.231,5.1624,3.1339,5.2195,-122.16,-1.5455,7.3231,9.8594,-10.679,-15,0.6127,-2.3606,1.4925,10.24,0.17132,-1.5653
19,-66.081,8.8781,14.977,19.168,-128.05,4.619,20.744,22.441,-15.379,-13.776,7.441,6.6884,11.615,21.906,12.688,14.971
20,-43.499,-4.9038,-0.24753,-5.3768,-95.785,-24.048,-6.3315,-10.642,39.191,53.913,-8.2964,-5.8952,-6.2089,-9.3075,-9.2135,-15.9
21,-55.385,1.0163,6.8661,4.7899,-109.78,-13.264,6.9808,9.186,21.23,24.318,-8.1666,-0.66076,-1.3161,7.6952,-4.526,-7.7505
22,-63.329,13.201,10.631,5.3384,-123.53,7.9722,8.0956,12.305,1.3656,-1.0113,12.248,15.387,17.12,25.204,16.546,4.2392
23,-63.264,5.2233,3.1545,5.2622,-122.19,-1.5416,7.3202,9.786,-10.664,-14.971,0.65026,-2.429,1.5121,10.242,0.12861,-1.5653
24,-66.015,8.8585,15.019,19.207,-128.01,4.6455,20.754,22.414,-15.422,-13.737,7.4361,6.6486,11.608,21.832,12.685,14.971
25,-43.566,-4.8428,-0.24345,-5.421,-95.79,-24.043,-6.3719,-10.696,39.215,53.891,-8.3317,-5.9354,-6.251,-9.2845,-9.2323,-15.9
26,-55.399,1.0957,6.9488,4.7742,-109.77,-13.326,7.018,9.1899,21.258,24.302,-8.1509,-0.6373,-1.366,7.6861,-4.5872,-7.7505
27,-63.36,13.229,10.703,5.3601,-123.47,7.9538,8.1007,12.272,1.432,-1.0092,12.185,15.447,17.033,25.222,16.509,4.2392
28,-63.296,5.1606,3.0938,5.2217,-122.21,-1.615,7.2998,9.7877,-10.63,-15.005,0.61645,-2.3655,1.526,10.187,0.15678,-1.5653
29,-66.057,8.84,15.024,19.152,-128.05,4.6473,20.766,22.402,-15.449,-13.788,7.4552,6.5956,11.57,21.873,12.607,14.971
